destination,origin,outbound_date,quote
SINS-sky,LOND-sky,2021-01-01,387
SINS-sky,LOND-sky,2021-01-02,421
SINS-sky,LOND-sky,2021-01-03,414
SINS-sky,LOND-sky,2021-01-04,437
SINS-sky,LOND-sky,2021-01-05,406
SINS-sky,LOND-sky,2021-01-06,403
SINS-sky,LOND-sky,2021-01-07,399
SINS-sky,LOND-sky,2021-01-08,430
SINS-sky,LOND-sky,2021-01-09,378
SINS-sky,LOND-sky,2021-01-10,373
SINS-sky,LOND-sky,2021-01-11,
SINS-sky,LOND-sky,2021-01-12,
SINS-sky,LOND-sky,2021-01-13,412
SINS-sky,LOND-sky,2021-01-14,392
SINS-sky,LOND-sky,2021-01-15,402
SINS-sky,LOND-sky,2021-01-16,402
SINS-sky,LOND-sky,2021-01-17,402
SINS-sky,LOND-sky,2021-01-18,405
SINS-sky,LOND-sky,2021-01-19,432
SINS-sky,LOND-sky,2021-01-20,
SINS-sky,LOND-sky,2021-01-21,
SINS-sky,LOND-sky,2021-01-22,394
SINS-sky,LOND-sky,2021-01-23,466
SINS-sky,LOND-sky,2021-01-24,
SINS-sky,LOND-sky,2021-01-25,405
SINS-sky,LOND-sky,2021-01-26,380
SINS-sky,LOND-sky,2021-01-27,
SINS-sky,LOND-sky,2021-01-28,459
SINS-sky,LOND-sky,2021-01-29,475
SINS-sky,LOND-sky,2021-01-30,467
SINS-sky,LOND-sky,2021-01-31,459
PARI-sky,LOND-sky,2021-01-01,42
PARI-sky,LOND-sky,2021-01-02,40
PARI-sky,LOND-sky,2021-01-03,41
PARI-sky,LOND-sky,2021-01-04,40
PARI-sky,LOND-sky,2021-01-05,42
PARI-sky,LOND-sky,2021-01-06,42
PARI-sky,LOND-sky,2021-01-07,70
PARI-sky,LOND-sky,2021-01-08,39
PARI-sky,LOND-sky,2021-01-09,42
PARI-sky,LOND-sky,2021-01-10,35
PARI-sky,LOND-sky,2021-01-11,36
PARI-sky,LOND-sky,2021-01-12,36
PARI-sky,LOND-sky,2021-01-13,28
PARI-sky,LOND-sky,2021-01-14,42
PARI-sky,LOND-sky,2021-01-15,35
PARI-sky,LOND-sky,2021-01-16,36
PARI-sky,LOND-sky,2021-01-17,34
PARI-sky,LOND-sky,2021-01-18,
PARI-sky,LOND-sky,2021-01-19,
PARI-sky,LOND-sky,2021-01-20,27
PARI-sky,LOND-sky,2021-01-21,38
PARI-sky,LOND-sky,2021-01-22,25
PARI-sky,LOND-sky,2021-01-23,37
PARI-sky,LOND-sky,2021-01-24,28
PARI-sky,LOND-sky,2021-01-25,53
PARI-sky,LOND-sky,2021-01-26,
PARI-sky,LOND-sky,2021-01-27,40
PARI-sky,LOND-sky,2021-01-28,40
PARI-sky,LOND-sky,2021-01-29,25
PARI-sky,LOND-sky,2021-01-30,
PARI-sky,LOND-sky,2021-01-31,33
DXBA-sky,LOND-sky,2021-01-01,283
DXBA-sky,LOND-sky,2021-01-02,223
DXBA-sky,LOND-sky,2021-01-03,213
DXBA-sky,LOND-sky,2021-01-04,218
DXBA-sky,LOND-sky,2021-01-05,206
DXBA-sky,LOND-sky,2021-01-06,185
DXBA-sky,LOND-sky,2021-01-07,185
DXBA-sky,LOND-sky,2021-01-08,206
DXBA-sky,LOND-sky,2021-01-09,215
DXBA-sky,LOND-sky,2021-01-10,196
DXBA-sky,LOND-sky,2021-01-11,200
DXBA-sky,LOND-sky,2021-01-12,217
DXBA-sky,LOND-sky,2021-01-13,207
DXBA-sky,LOND-sky,2021-01-14,208
DXBA-sky,LOND-sky,2021-01-15,179
DXBA-sky,LOND-sky,2021-01-16,176
DXBA-sky,LOND-sky,2021-01-17,173
DXBA-sky,LOND-sky,2021-01-18,182
DXBA-sky,LOND-sky,2021-01-19,200
DXBA-sky,LOND-sky,2021-01-20,200
DXBA-sky,LOND-sky,2021-01-21,198
DXBA-sky,LOND-sky,2021-01-22,180
DXBA-sky,LOND-sky,2021-01-23,182
DXBA-sky,LOND-sky,2021-01-24,209
DXBA-sky,LOND-sky,2021-01-25,182
DXBA-sky,LOND-sky,2021-01-26,182
DXBA-sky,LOND-sky,2021-01-27,200
DXBA-sky,LOND-sky,2021-01-28,197
DXBA-sky,LOND-sky,2021-01-29,182
DXBA-sky,LOND-sky,2021-01-30,171
DXBA-sky,LOND-sky,2021-01-31,187
NYCA-sky,LOND-sky,2021-01-01,235
NYCA-sky,LOND-sky,2021-01-02,281
NYCA-sky,LOND-sky,2021-01-03,258
NYCA-sky,LOND-sky,2021-01-04,231
NYCA-sky,LOND-sky,2021-01-05,230
NYCA-sky,LOND-sky,2021-01-06,234
NYCA-sky,LOND-sky,2021-01-07,231
NYCA-sky,LOND-sky,2021-01-08,230
NYCA-sky,LOND-sky,2021-01-09,230
NYCA-sky,LOND-sky,2021-01-10,222
NYCA-sky,LOND-sky,2021-01-11,226
NYCA-sky,LOND-sky,2021-01-12,188
NYCA-sky,LOND-sky,2021-01-13,191
NYCA-sky,LOND-sky,2021-01-14,222
NYCA-sky,LOND-sky,2021-01-15,218
NYCA-sky,LOND-sky,2021-01-16,259
NYCA-sky,LOND-sky,2021-01-17,216
NYCA-sky,LOND-sky,2021-01-18,202
NYCA-sky,LOND-sky,2021-01-19,187
NYCA-sky,LOND-sky,2021-01-20,190
NYCA-sky,LOND-sky,2021-01-21,206
NYCA-sky,LOND-sky,2021-01-22,220
NYCA-sky,LOND-sky,2021-01-23,219
NYCA-sky,LOND-sky,2021-01-24,193
NYCA-sky,LOND-sky,2021-01-25,198
NYCA-sky,LOND-sky,2021-01-26,274
NYCA-sky,LOND-sky,2021-01-27,187
NYCA-sky,LOND-sky,2021-01-28,198
NYCA-sky,LOND-sky,2021-01-29,213
NYCA-sky,LOND-sky,2021-01-30,201
NYCA-sky,LOND-sky,2021-01-31,188
KULM-sky,LOND-sky,2021-01-01,502
KULM-sky,LOND-sky,2021-01-02,526
KULM-sky,LOND-sky,2021-01-03,539
KULM-sky,LOND-sky,2021-01-04,522
KULM-sky,LOND-sky,2021-01-05,476
KULM-sky,LOND-sky,2021-01-06,476
KULM-sky,LOND-sky,2021-01-07,476
KULM-sky,LOND-sky,2021-01-08,461
KULM-sky,LOND-sky,2021-01-09,502
KULM-sky,LOND-sky,2021-01-10,
KULM-sky,LOND-sky,2021-01-11,422
KULM-sky,LOND-sky,2021-01-12,
KULM-sky,LOND-sky,2021-01-13,392
KULM-sky,LOND-sky,2021-01-14,427
KULM-sky,LOND-sky,2021-01-15,447
KULM-sky,LOND-sky,2021-01-16,449
KULM-sky,LOND-sky,2021-01-17,
KULM-sky,LOND-sky,2021-01-18,423
KULM-sky,LOND-sky,2021-01-19,
KULM-sky,LOND-sky,2021-01-20,423
KULM-sky,LOND-sky,2021-01-21,
KULM-sky,LOND-sky,2021-01-22,
KULM-sky,LOND-sky,2021-01-23,
KULM-sky,LOND-sky,2021-01-24,384
KULM-sky,LOND-sky,2021-01-25,
KULM-sky,LOND-sky,2021-01-26,2190
KULM-sky,LOND-sky,2021-01-27,
KULM-sky,LOND-sky,2021-01-28,407
KULM-sky,LOND-sky,2021-01-29,
KULM-sky,LOND-sky,2021-01-30,
KULM-sky,LOND-sky,2021-01-31,
ISTA-sky,LOND-sky,2021-01-01,71
ISTA-sky,LOND-sky,2021-01-02,76
ISTA-sky,LOND-sky,2021-01-03,65
ISTA-sky,LOND-sky,2021-01-04,66
ISTA-sky,LOND-sky,2021-01-05,74
ISTA-sky,LOND-sky,2021-01-06,62
ISTA-sky,LOND-sky,2021-01-07,64
ISTA-sky,LOND-sky,2021-01-08,71
ISTA-sky,LOND-sky,2021-01-09,66
ISTA-sky,LOND-sky,2021-01-10,64
ISTA-sky,LOND-sky,2021-01-11,65
ISTA-sky,LOND-sky,2021-01-12,66
ISTA-sky,LOND-sky,2021-01-13,65
ISTA-sky,LOND-sky,2021-01-14,64
ISTA-sky,LOND-sky,2021-01-15,64
ISTA-sky,LOND-sky,2021-01-16,65
ISTA-sky,LOND-sky,2021-01-17,64
ISTA-sky,LOND-sky,2021-01-18,64
ISTA-sky,LOND-sky,2021-01-19,66
ISTA-sky,LOND-sky,2021-01-20,64
ISTA-sky,LOND-sky,2021-01-21,64
ISTA-sky,LOND-sky,2021-01-22,64
ISTA-sky,LOND-sky,2021-01-23,
ISTA-sky,LOND-sky,2021-01-24,57
ISTA-sky,LOND-sky,2021-01-25,65
ISTA-sky,LOND-sky,2021-01-26,68
ISTA-sky,LOND-sky,2021-01-27,66
ISTA-sky,LOND-sky,2021-01-28,57
ISTA-sky,LOND-sky,2021-01-29,66
ISTA-sky,LOND-sky,2021-01-30,64
ISTA-sky,LOND-sky,2021-01-31,63
HKGA-sky,SINS-sky,2021-01-01,150
HKGA-sky,SINS-sky,2021-01-02,182
HKGA-sky,SINS-sky,2021-01-03,177
HKGA-sky,SINS-sky,2021-01-04,163
HKGA-sky,SINS-sky,2021-01-05,153
HKGA-sky,SINS-sky,2021-01-06,143
HKGA-sky,SINS-sky,2021-01-07,160
HKGA-sky,SINS-sky,2021-01-08,153
HKGA-sky,SINS-sky,2021-01-09,190
HKGA-sky,SINS-sky,2021-01-10,153
HKGA-sky,SINS-sky,2021-01-11,153
HKGA-sky,SINS-sky,2021-01-12,160
HKGA-sky,SINS-sky,2021-01-13,153
HKGA-sky,SINS-sky,2021-01-14,183
HKGA-sky,SINS-sky,2021-01-15,145
HKGA-sky,SINS-sky,2021-01-16,160
HKGA-sky,SINS-sky,2021-01-17,137
HKGA-sky,SINS-sky,2021-01-18,
HKGA-sky,SINS-sky,2021-01-19,
HKGA-sky,SINS-sky,2021-01-20,
HKGA-sky,SINS-sky,2021-01-21,188
HKGA-sky,SINS-sky,2021-01-22,160
HKGA-sky,SINS-sky,2021-01-23,
HKGA-sky,SINS-sky,2021-01-24,153
HKGA-sky,SINS-sky,2021-01-25,141
HKGA-sky,SINS-sky,2021-01-26,153
HKGA-sky,SINS-sky,2021-01-27,
HKGA-sky,SINS-sky,2021-01-28,
HKGA-sky,SINS-sky,2021-01-29,154
HKGA-sky,SINS-sky,2021-01-30,160
HKGA-sky,SINS-sky,2021-01-31,141
BKKT-sky,SINS-sky,2021-01-01,
BKKT-sky,SINS-sky,2021-01-02,163
BKKT-sky,SINS-sky,2021-01-03,
BKKT-sky,SINS-sky,2021-01-04,153
BKKT-sky,SINS-sky,2021-01-05,69
BKKT-sky,SINS-sky,2021-01-06,53
BKKT-sky,SINS-sky,2021-01-07,70
BKKT-sky,SINS-sky,2021-01-08,159
BKKT-sky,SINS-sky,2021-01-09,
BKKT-sky,SINS-sky,2021-01-10,48
BKKT-sky,SINS-sky,2021-01-11,
BKKT-sky,SINS-sky,2021-01-12,55
BKKT-sky,SINS-sky,2021-01-13,54
BKKT-sky,SINS-sky,2021-01-14,53
BKKT-sky,SINS-sky,2021-01-15,
BKKT-sky,SINS-sky,2021-01-16,
BKKT-sky,SINS-sky,2021-01-17,
BKKT-sky,SINS-sky,2021-01-18,
BKKT-sky,SINS-sky,2021-01-19,
BKKT-sky,SINS-sky,2021-01-20,152
BKKT-sky,SINS-sky,2021-01-21,
BKKT-sky,SINS-sky,2021-01-22,159
BKKT-sky,SINS-sky,2021-01-23,
BKKT-sky,SINS-sky,2021-01-24,
BKKT-sky,SINS-sky,2021-01-25,
BKKT-sky,SINS-sky,2021-01-26,
BKKT-sky,SINS-sky,2021-01-27,
BKKT-sky,SINS-sky,2021-01-28,
BKKT-sky,SINS-sky,2021-01-29,
BKKT-sky,SINS-sky,2021-01-30,
BKKT-sky,SINS-sky,2021-01-31,
LOND-sky,SINS-sky,2021-01-01,431
LOND-sky,SINS-sky,2021-01-02,428
LOND-sky,SINS-sky,2021-01-03,413
LOND-sky,SINS-sky,2021-01-04,428
LOND-sky,SINS-sky,2021-01-05,428
LOND-sky,SINS-sky,2021-01-06,412
LOND-sky,SINS-sky,2021-01-07,429
LOND-sky,SINS-sky,2021-01-08,429
LOND-sky,SINS-sky,2021-01-09,429
LOND-sky,SINS-sky,2021-01-10,412
LOND-sky,SINS-sky,2021-01-11,432
LOND-sky,SINS-sky,2021-01-12,
LOND-sky,SINS-sky,2021-01-13,
LOND-sky,SINS-sky,2021-01-14,428
LOND-sky,SINS-sky,2021-01-15,428
LOND-sky,SINS-sky,2021-01-16,
LOND-sky,SINS-sky,2021-01-17,
LOND-sky,SINS-sky,2021-01-18,
LOND-sky,SINS-sky,2021-01-19,
LOND-sky,SINS-sky,2021-01-20,
LOND-sky,SINS-sky,2021-01-21,430
LOND-sky,SINS-sky,2021-01-22,
LOND-sky,SINS-sky,2021-01-23,406
LOND-sky,SINS-sky,2021-01-24,
LOND-sky,SINS-sky,2021-01-25,
LOND-sky,SINS-sky,2021-01-26,
LOND-sky,SINS-sky,2021-01-27,
LOND-sky,SINS-sky,2021-01-28,
LOND-sky,SINS-sky,2021-01-29,407
LOND-sky,SINS-sky,2021-01-30,361
LOND-sky,SINS-sky,2021-01-31,423
PARI-sky,SINS-sky,2021-01-01,
PARI-sky,SINS-sky,2021-01-02,
PARI-sky,SINS-sky,2021-01-03,
PARI-sky,SINS-sky,2021-01-04,
PARI-sky,SINS-sky,2021-01-05,
PARI-sky,SINS-sky,2021-01-06,
PARI-sky,SINS-sky,2021-01-07,
PARI-sky,SINS-sky,2021-01-08,
PARI-sky,SINS-sky,2021-01-09,
PARI-sky,SINS-sky,2021-01-10,
PARI-sky,SINS-sky,2021-01-11,
PARI-sky,SINS-sky,2021-01-12,
PARI-sky,SINS-sky,2021-01-13,
PARI-sky,SINS-sky,2021-01-14,
PARI-sky,SINS-sky,2021-01-15,516
PARI-sky,SINS-sky,2021-01-16,
PARI-sky,SINS-sky,2021-01-17,
PARI-sky,SINS-sky,2021-01-18,
PARI-sky,SINS-sky,2021-01-19,490
PARI-sky,SINS-sky,2021-01-20,
PARI-sky,SINS-sky,2021-01-21,
PARI-sky,SINS-sky,2021-01-22,
PARI-sky,SINS-sky,2021-01-23,
PARI-sky,SINS-sky,2021-01-24,
PARI-sky,SINS-sky,2021-01-25,
PARI-sky,SINS-sky,2021-01-26,
PARI-sky,SINS-sky,2021-01-27,
PARI-sky,SINS-sky,2021-01-28,
PARI-sky,SINS-sky,2021-01-29,
PARI-sky,SINS-sky,2021-01-30,
PARI-sky,SINS-sky,2021-01-31,
DXBA-sky,SINS-sky,2021-01-01,
DXBA-sky,SINS-sky,2021-01-02,
DXBA-sky,SINS-sky,2021-01-03,350
DXBA-sky,SINS-sky,2021-01-04,
DXBA-sky,SINS-sky,2021-01-05,
DXBA-sky,SINS-sky,2021-01-06,
DXBA-sky,SINS-sky,2021-01-07,321
DXBA-sky,SINS-sky,2021-01-08,322
DXBA-sky,SINS-sky,2021-01-09,321
DXBA-sky,SINS-sky,2021-01-10,317
DXBA-sky,SINS-sky,2021-01-11,254
DXBA-sky,SINS-sky,2021-01-12,
DXBA-sky,SINS-sky,2021-01-13,
DXBA-sky,SINS-sky,2021-01-14,
DXBA-sky,SINS-sky,2021-01-15,
DXBA-sky,SINS-sky,2021-01-16,254
DXBA-sky,SINS-sky,2021-01-17,
DXBA-sky,SINS-sky,2021-01-18,
DXBA-sky,SINS-sky,2021-01-19,
DXBA-sky,SINS-sky,2021-01-20,
DXBA-sky,SINS-sky,2021-01-21,
DXBA-sky,SINS-sky,2021-01-22,
DXBA-sky,SINS-sky,2021-01-23,
DXBA-sky,SINS-sky,2021-01-24,
DXBA-sky,SINS-sky,2021-01-25,
DXBA-sky,SINS-sky,2021-01-26,
DXBA-sky,SINS-sky,2021-01-27,
DXBA-sky,SINS-sky,2021-01-28,
DXBA-sky,SINS-sky,2021-01-29,
DXBA-sky,SINS-sky,2021-01-30,
DXBA-sky,SINS-sky,2021-01-31,289
NYCA-sky,SINS-sky,2021-01-01,735
NYCA-sky,SINS-sky,2021-01-02,716
NYCA-sky,SINS-sky,2021-01-03,767
NYCA-sky,SINS-sky,2021-01-04,853
NYCA-sky,SINS-sky,2021-01-05,585
NYCA-sky,SINS-sky,2021-01-06,597
NYCA-sky,SINS-sky,2021-01-07,612
NYCA-sky,SINS-sky,2021-01-08,
NYCA-sky,SINS-sky,2021-01-09,
NYCA-sky,SINS-sky,2021-01-10,
NYCA-sky,SINS-sky,2021-01-11,598
NYCA-sky,SINS-sky,2021-01-12,557
NYCA-sky,SINS-sky,2021-01-13,582
NYCA-sky,SINS-sky,2021-01-14,597
NYCA-sky,SINS-sky,2021-01-15,585
NYCA-sky,SINS-sky,2021-01-16,569
NYCA-sky,SINS-sky,2021-01-17,596
NYCA-sky,SINS-sky,2021-01-18,585
NYCA-sky,SINS-sky,2021-01-19,597
NYCA-sky,SINS-sky,2021-01-20,586
NYCA-sky,SINS-sky,2021-01-21,597
NYCA-sky,SINS-sky,2021-01-22,610
NYCA-sky,SINS-sky,2021-01-23,
NYCA-sky,SINS-sky,2021-01-24,597
NYCA-sky,SINS-sky,2021-01-25,585
NYCA-sky,SINS-sky,2021-01-26,597
NYCA-sky,SINS-sky,2021-01-27,
NYCA-sky,SINS-sky,2021-01-28,
NYCA-sky,SINS-sky,2021-01-29,
NYCA-sky,SINS-sky,2021-01-30,
NYCA-sky,SINS-sky,2021-01-31,
KULM-sky,SINS-sky,2021-01-01,89
KULM-sky,SINS-sky,2021-01-02,67
KULM-sky,SINS-sky,2021-01-03,57
KULM-sky,SINS-sky,2021-01-04,58
KULM-sky,SINS-sky,2021-01-05,58
KULM-sky,SINS-sky,2021-01-06,85
KULM-sky,SINS-sky,2021-01-07,57
KULM-sky,SINS-sky,2021-01-08,67
KULM-sky,SINS-sky,2021-01-09,67
KULM-sky,SINS-sky,2021-01-10,47
KULM-sky,SINS-sky,2021-01-11,57
KULM-sky,SINS-sky,2021-01-12,85
KULM-sky,SINS-sky,2021-01-13,57
KULM-sky,SINS-sky,2021-01-14,57
KULM-sky,SINS-sky,2021-01-15,
KULM-sky,SINS-sky,2021-01-16,85
KULM-sky,SINS-sky,2021-01-17,57
KULM-sky,SINS-sky,2021-01-18,57
KULM-sky,SINS-sky,2021-01-19,
KULM-sky,SINS-sky,2021-01-20,85
KULM-sky,SINS-sky,2021-01-21,57
KULM-sky,SINS-sky,2021-01-22,67
KULM-sky,SINS-sky,2021-01-23,46
KULM-sky,SINS-sky,2021-01-24,58
KULM-sky,SINS-sky,2021-01-25,58
KULM-sky,SINS-sky,2021-01-26,
KULM-sky,SINS-sky,2021-01-27,46
KULM-sky,SINS-sky,2021-01-28,58
KULM-sky,SINS-sky,2021-01-29,67
KULM-sky,SINS-sky,2021-01-30,116
KULM-sky,SINS-sky,2021-01-31,58
ISTA-sky,SINS-sky,2021-01-01,
ISTA-sky,SINS-sky,2021-01-02,
ISTA-sky,SINS-sky,2021-01-03,
ISTA-sky,SINS-sky,2021-01-04,528
ISTA-sky,SINS-sky,2021-01-05,
ISTA-sky,SINS-sky,2021-01-06,
ISTA-sky,SINS-sky,2021-01-07,509
ISTA-sky,SINS-sky,2021-01-08,
ISTA-sky,SINS-sky,2021-01-09,441
ISTA-sky,SINS-sky,2021-01-10,520
ISTA-sky,SINS-sky,2021-01-11,
ISTA-sky,SINS-sky,2021-01-12,
ISTA-sky,SINS-sky,2021-01-13,458
ISTA-sky,SINS-sky,2021-01-14,
ISTA-sky,SINS-sky,2021-01-15,
ISTA-sky,SINS-sky,2021-01-16,
ISTA-sky,SINS-sky,2021-01-17,
ISTA-sky,SINS-sky,2021-01-18,458
ISTA-sky,SINS-sky,2021-01-19,
ISTA-sky,SINS-sky,2021-01-20,
ISTA-sky,SINS-sky,2021-01-21,
ISTA-sky,SINS-sky,2021-01-22,
ISTA-sky,SINS-sky,2021-01-23,
ISTA-sky,SINS-sky,2021-01-24,
ISTA-sky,SINS-sky,2021-01-25,
ISTA-sky,SINS-sky,2021-01-26,
ISTA-sky,SINS-sky,2021-01-27,
ISTA-sky,SINS-sky,2021-01-28,
ISTA-sky,SINS-sky,2021-01-29,
ISTA-sky,SINS-sky,2021-01-30,
ISTA-sky,SINS-sky,2021-01-31,
HKGA-sky,PARI-sky,2021-01-01,414
HKGA-sky,PARI-sky,2021-01-02,440
HKGA-sky,PARI-sky,2021-01-03,448
HKGA-sky,PARI-sky,2021-01-04,448
HKGA-sky,PARI-sky,2021-01-05,
HKGA-sky,PARI-sky,2021-01-06,
HKGA-sky,PARI-sky,2021-01-07,872
HKGA-sky,PARI-sky,2021-01-08,
HKGA-sky,PARI-sky,2021-01-09,
HKGA-sky,PARI-sky,2021-01-10,
HKGA-sky,PARI-sky,2021-01-11,
HKGA-sky,PARI-sky,2021-01-12,
HKGA-sky,PARI-sky,2021-01-13,393
HKGA-sky,PARI-sky,2021-01-14,
HKGA-sky,PARI-sky,2021-01-15,
HKGA-sky,PARI-sky,2021-01-16,
HKGA-sky,PARI-sky,2021-01-17,
HKGA-sky,PARI-sky,2021-01-18,462
HKGA-sky,PARI-sky,2021-01-19,
HKGA-sky,PARI-sky,2021-01-20,
HKGA-sky,PARI-sky,2021-01-21,
HKGA-sky,PARI-sky,2021-01-22,412
HKGA-sky,PARI-sky,2021-01-23,440
HKGA-sky,PARI-sky,2021-01-24,
HKGA-sky,PARI-sky,2021-01-25,462
HKGA-sky,PARI-sky,2021-01-26,440
HKGA-sky,PARI-sky,2021-01-27,447
HKGA-sky,PARI-sky,2021-01-28,440
HKGA-sky,PARI-sky,2021-01-29,
HKGA-sky,PARI-sky,2021-01-30,440
HKGA-sky,PARI-sky,2021-01-31,
BKKT-sky,PARI-sky,2021-01-01,475
BKKT-sky,PARI-sky,2021-01-02,442
BKKT-sky,PARI-sky,2021-01-03,450
BKKT-sky,PARI-sky,2021-01-04,475
BKKT-sky,PARI-sky,2021-01-05,442
BKKT-sky,PARI-sky,2021-01-06,450
BKKT-sky,PARI-sky,2021-01-07,442
BKKT-sky,PARI-sky,2021-01-08,450
BKKT-sky,PARI-sky,2021-01-09,442
BKKT-sky,PARI-sky,2021-01-10,450
BKKT-sky,PARI-sky,2021-01-11,335
BKKT-sky,PARI-sky,2021-01-12,436
BKKT-sky,PARI-sky,2021-01-13,450
BKKT-sky,PARI-sky,2021-01-14,436
BKKT-sky,PARI-sky,2021-01-15,392
BKKT-sky,PARI-sky,2021-01-16,434
BKKT-sky,PARI-sky,2021-01-17,
BKKT-sky,PARI-sky,2021-01-18,335
BKKT-sky,PARI-sky,2021-01-19,442
BKKT-sky,PARI-sky,2021-01-20,450
BKKT-sky,PARI-sky,2021-01-21,442
BKKT-sky,PARI-sky,2021-01-22,
BKKT-sky,PARI-sky,2021-01-23,
BKKT-sky,PARI-sky,2021-01-24,450
BKKT-sky,PARI-sky,2021-01-25,341
BKKT-sky,PARI-sky,2021-01-26,
BKKT-sky,PARI-sky,2021-01-27,
BKKT-sky,PARI-sky,2021-01-28,437
BKKT-sky,PARI-sky,2021-01-29,
BKKT-sky,PARI-sky,2021-01-30,442
BKKT-sky,PARI-sky,2021-01-31,450
LOND-sky,PARI-sky,2021-01-01,40
LOND-sky,PARI-sky,2021-01-02,
LOND-sky,PARI-sky,2021-01-03,52
LOND-sky,PARI-sky,2021-01-04,54
LOND-sky,PARI-sky,2021-01-05,42
LOND-sky,PARI-sky,2021-01-06,37
LOND-sky,PARI-sky,2021-01-07,42
LOND-sky,PARI-sky,2021-01-08,42
LOND-sky,PARI-sky,2021-01-09,
LOND-sky,PARI-sky,2021-01-10,42
LOND-sky,PARI-sky,2021-01-11,40
LOND-sky,PARI-sky,2021-01-12,39
LOND-sky,PARI-sky,2021-01-13,32
LOND-sky,PARI-sky,2021-01-14,27
LOND-sky,PARI-sky,2021-01-15,42
LOND-sky,PARI-sky,2021-01-16,39
LOND-sky,PARI-sky,2021-01-17,40
LOND-sky,PARI-sky,2021-01-18,73
LOND-sky,PARI-sky,2021-01-19,113
LOND-sky,PARI-sky,2021-01-20,
LOND-sky,PARI-sky,2021-01-21,
LOND-sky,PARI-sky,2021-01-22,40
LOND-sky,PARI-sky,2021-01-23,40
LOND-sky,PARI-sky,2021-01-24,27
LOND-sky,PARI-sky,2021-01-25,40
LOND-sky,PARI-sky,2021-01-26,111
LOND-sky,PARI-sky,2021-01-27,
LOND-sky,PARI-sky,2021-01-28,27
LOND-sky,PARI-sky,2021-01-29,45
LOND-sky,PARI-sky,2021-01-30,
LOND-sky,PARI-sky,2021-01-31,36
SINS-sky,PARI-sky,2021-01-01,449
SINS-sky,PARI-sky,2021-01-02,449
SINS-sky,PARI-sky,2021-01-03,447
SINS-sky,PARI-sky,2021-01-04,449
SINS-sky,PARI-sky,2021-01-05,
SINS-sky,PARI-sky,2021-01-06,449
SINS-sky,PARI-sky,2021-01-07,405
SINS-sky,PARI-sky,2021-01-08,449
SINS-sky,PARI-sky,2021-01-09,437
SINS-sky,PARI-sky,2021-01-10,434
SINS-sky,PARI-sky,2021-01-11,404
SINS-sky,PARI-sky,2021-01-12,
SINS-sky,PARI-sky,2021-01-13,
SINS-sky,PARI-sky,2021-01-14,449
SINS-sky,PARI-sky,2021-01-15,432
SINS-sky,PARI-sky,2021-01-16,
SINS-sky,PARI-sky,2021-01-17,
SINS-sky,PARI-sky,2021-01-18,
SINS-sky,PARI-sky,2021-01-19,
SINS-sky,PARI-sky,2021-01-20,
SINS-sky,PARI-sky,2021-01-21,
SINS-sky,PARI-sky,2021-01-22,
SINS-sky,PARI-sky,2021-01-23,
SINS-sky,PARI-sky,2021-01-24,
SINS-sky,PARI-sky,2021-01-25,
SINS-sky,PARI-sky,2021-01-26,
SINS-sky,PARI-sky,2021-01-27,
SINS-sky,PARI-sky,2021-01-28,
SINS-sky,PARI-sky,2021-01-29,
SINS-sky,PARI-sky,2021-01-30,
SINS-sky,PARI-sky,2021-01-31,
DXBA-sky,PARI-sky,2021-01-01,296
