destination,origin,outbound_date,quote
DXBA-sky,NYCA-sky,2021-01-27,639
DXBA-sky,NYCA-sky,2021-01-28,425
DXBA-sky,NYCA-sky,2021-01-29,639
DXBA-sky,NYCA-sky,2021-01-30,464
DXBA-sky,NYCA-sky,2021-01-31,594
KULM-sky,NYCA-sky,2021-01-01,548
KULM-sky,NYCA-sky,2021-01-02,477
KULM-sky,NYCA-sky,2021-01-03,
KULM-sky,NYCA-sky,2021-01-04,
KULM-sky,NYCA-sky,2021-01-05,585
KULM-sky,NYCA-sky,2021-01-06,458
KULM-sky,NYCA-sky,2021-01-07,701
KULM-sky,NYCA-sky,2021-01-08,
KULM-sky,NYCA-sky,2021-01-09,
KULM-sky,NYCA-sky,2021-01-10,
KULM-sky,NYCA-sky,2021-01-11,
KULM-sky,NYCA-sky,2021-01-12,
KULM-sky,NYCA-sky,2021-01-13,
KULM-sky,NYCA-sky,2021-01-14,
KULM-sky,NYCA-sky,2021-01-15,
KULM-sky,NYCA-sky,2021-01-16,
KULM-sky,NYCA-sky,2021-01-17,
KULM-sky,NYCA-sky,2021-01-18,
KULM-sky,NYCA-sky,2021-01-19,
KULM-sky,NYCA-sky,2021-01-20,
KULM-sky,NYCA-sky,2021-01-21,
KULM-sky,NYCA-sky,2021-01-22,
KULM-sky,NYCA-sky,2021-01-23,
KULM-sky,NYCA-sky,2021-01-24,
KULM-sky,NYCA-sky,2021-01-25,
KULM-sky,NYCA-sky,2021-01-26,
KULM-sky,NYCA-sky,2021-01-27,
KULM-sky,NYCA-sky,2021-01-28,
KULM-sky,NYCA-sky,2021-01-29,
KULM-sky,NYCA-sky,2021-01-30,
KULM-sky,NYCA-sky,2021-01-31,
ISTA-sky,NYCA-sky,2021-01-01,296
ISTA-sky,NYCA-sky,2021-01-02,279
ISTA-sky,NYCA-sky,2021-01-03,308
ISTA-sky,NYCA-sky,2021-01-04,294
ISTA-sky,NYCA-sky,2021-01-05,286
ISTA-sky,NYCA-sky,2021-01-06,307
ISTA-sky,NYCA-sky,2021-01-07,273
ISTA-sky,NYCA-sky,2021-01-08,285
ISTA-sky,NYCA-sky,2021-01-09,261
ISTA-sky,NYCA-sky,2021-01-10,252
ISTA-sky,NYCA-sky,2021-01-11,252
ISTA-sky,NYCA-sky,2021-01-12,299
ISTA-sky,NYCA-sky,2021-01-13,301
ISTA-sky,NYCA-sky,2021-01-14,253
ISTA-sky,NYCA-sky,2021-01-15,252
ISTA-sky,NYCA-sky,2021-01-16,253
ISTA-sky,NYCA-sky,2021-01-17,282
ISTA-sky,NYCA-sky,2021-01-18,283
ISTA-sky,NYCA-sky,2021-01-19,258
ISTA-sky,NYCA-sky,2021-01-20,257
ISTA-sky,NYCA-sky,2021-01-21,300
ISTA-sky,NYCA-sky,2021-01-22,262
ISTA-sky,NYCA-sky,2021-01-23,301
ISTA-sky,NYCA-sky,2021-01-24,258
ISTA-sky,NYCA-sky,2021-01-25,282
ISTA-sky,NYCA-sky,2021-01-26,260
ISTA-sky,NYCA-sky,2021-01-27,
ISTA-sky,NYCA-sky,2021-01-28,314
ISTA-sky,NYCA-sky,2021-01-29,326
ISTA-sky,NYCA-sky,2021-01-30,654
ISTA-sky,NYCA-sky,2021-01-31,301
HKGA-sky,KULM-sky,2021-01-01,251
HKGA-sky,KULM-sky,2021-01-02,309
HKGA-sky,KULM-sky,2021-01-03,144
HKGA-sky,KULM-sky,2021-01-04,141
HKGA-sky,KULM-sky,2021-01-05,147
HKGA-sky,KULM-sky,2021-01-06,159
HKGA-sky,KULM-sky,2021-01-07,309
HKGA-sky,KULM-sky,2021-01-08,226
HKGA-sky,KULM-sky,2021-01-09,159
HKGA-sky,KULM-sky,2021-01-10,147
HKGA-sky,KULM-sky,2021-01-11,119
HKGA-sky,KULM-sky,2021-01-12,
HKGA-sky,KULM-sky,2021-01-13,128
HKGA-sky,KULM-sky,2021-01-14,
HKGA-sky,KULM-sky,2021-01-15,119
HKGA-sky,KULM-sky,2021-01-16,
HKGA-sky,KULM-sky,2021-01-17,
HKGA-sky,KULM-sky,2021-01-18,309
HKGA-sky,KULM-sky,2021-01-19,227
HKGA-sky,KULM-sky,2021-01-20,
HKGA-sky,KULM-sky,2021-01-21,
HKGA-sky,KULM-sky,2021-01-22,
HKGA-sky,KULM-sky,2021-01-23,
HKGA-sky,KULM-sky,2021-01-24,
HKGA-sky,KULM-sky,2021-01-25,273
HKGA-sky,KULM-sky,2021-01-26,
HKGA-sky,KULM-sky,2021-01-27,
HKGA-sky,KULM-sky,2021-01-28,
HKGA-sky,KULM-sky,2021-01-29,
HKGA-sky,KULM-sky,2021-01-30,
HKGA-sky,KULM-sky,2021-01-31,
BKKT-sky,KULM-sky,2021-01-01,158
BKKT-sky,KULM-sky,2021-01-02,
BKKT-sky,KULM-sky,2021-01-03,158
BKKT-sky,KULM-sky,2021-01-04,158
BKKT-sky,KULM-sky,2021-01-05,158
BKKT-sky,KULM-sky,2021-01-06,
BKKT-sky,KULM-sky,2021-01-07,
BKKT-sky,KULM-sky,2021-01-08,
BKKT-sky,KULM-sky,2021-01-09,81
BKKT-sky,KULM-sky,2021-01-10,
BKKT-sky,KULM-sky,2021-01-11,162
BKKT-sky,KULM-sky,2021-01-12,
BKKT-sky,KULM-sky,2021-01-13,81
BKKT-sky,KULM-sky,2021-01-14,80
BKKT-sky,KULM-sky,2021-01-15,
BKKT-sky,KULM-sky,2021-01-16,158
BKKT-sky,KULM-sky,2021-01-17,
BKKT-sky,KULM-sky,2021-01-18,
BKKT-sky,KULM-sky,2021-01-19,
BKKT-sky,KULM-sky,2021-01-20,
BKKT-sky,KULM-sky,2021-01-21,61
BKKT-sky,KULM-sky,2021-01-22,
BKKT-sky,KULM-sky,2021-01-23,
BKKT-sky,KULM-sky,2021-01-24,
BKKT-sky,KULM-sky,2021-01-25,
BKKT-sky,KULM-sky,2021-01-26,
BKKT-sky,KULM-sky,2021-01-27,46
BKKT-sky,KULM-sky,2021-01-28,58
BKKT-sky,KULM-sky,2021-01-29,
BKKT-sky,KULM-sky,2021-01-30,
BKKT-sky,KULM-sky,2021-01-31,
LOND-sky,KULM-sky,2021-01-01,375
LOND-sky,KULM-sky,2021-01-02,375
LOND-sky,KULM-sky,2021-01-03,437
LOND-sky,KULM-sky,2021-01-04,344
LOND-sky,KULM-sky,2021-01-05,343
LOND-sky,KULM-sky,2021-01-06,343
LOND-sky,KULM-sky,2021-01-07,357
LOND-sky,KULM-sky,2021-01-08,376
LOND-sky,KULM-sky,2021-01-09,420
LOND-sky,KULM-sky,2021-01-10,343
LOND-sky,KULM-sky,2021-01-11,343
LOND-sky,KULM-sky,2021-01-12,343
LOND-sky,KULM-sky,2021-01-13,343
LOND-sky,KULM-sky,2021-01-14,343
LOND-sky,KULM-sky,2021-01-15,367
LOND-sky,KULM-sky,2021-01-16,
LOND-sky,KULM-sky,2021-01-17,
LOND-sky,KULM-sky,2021-01-18,343
LOND-sky,KULM-sky,2021-01-19,342
LOND-sky,KULM-sky,2021-01-20,327
LOND-sky,KULM-sky,2021-01-21,342
LOND-sky,KULM-sky,2021-01-22,
LOND-sky,KULM-sky,2021-01-23,362
LOND-sky,KULM-sky,2021-01-24,
LOND-sky,KULM-sky,2021-01-25,343
LOND-sky,KULM-sky,2021-01-26,
LOND-sky,KULM-sky,2021-01-27,
LOND-sky,KULM-sky,2021-01-28,
LOND-sky,KULM-sky,2021-01-29,367
LOND-sky,KULM-sky,2021-01-30,
LOND-sky,KULM-sky,2021-01-31,343
SINS-sky,KULM-sky,2021-01-01,35
SINS-sky,KULM-sky,2021-01-02,35
SINS-sky,KULM-sky,2021-01-03,46
SINS-sky,KULM-sky,2021-01-04,35
SINS-sky,KULM-sky,2021-01-05,46
SINS-sky,KULM-sky,2021-01-06,46
SINS-sky,KULM-sky,2021-01-07,
SINS-sky,KULM-sky,2021-01-08,46
SINS-sky,KULM-sky,2021-01-09,47
SINS-sky,KULM-sky,2021-01-10,27
SINS-sky,KULM-sky,2021-01-11,46
SINS-sky,KULM-sky,2021-01-12,
SINS-sky,KULM-sky,2021-01-13,46
SINS-sky,KULM-sky,2021-01-14,37
SINS-sky,KULM-sky,2021-01-15,47
SINS-sky,KULM-sky,2021-01-16,46
SINS-sky,KULM-sky,2021-01-17,46
SINS-sky,KULM-sky,2021-01-18,
SINS-sky,KULM-sky,2021-01-19,
SINS-sky,KULM-sky,2021-01-20,
SINS-sky,KULM-sky,2021-01-21,46
SINS-sky,KULM-sky,2021-01-22,46
SINS-sky,KULM-sky,2021-01-23,
SINS-sky,KULM-sky,2021-01-24,46
SINS-sky,KULM-sky,2021-01-25,
SINS-sky,KULM-sky,2021-01-26,44
SINS-sky,KULM-sky,2021-01-27,
SINS-sky,KULM-sky,2021-01-28,
SINS-sky,KULM-sky,2021-01-29,59
SINS-sky,KULM-sky,2021-01-30,46
SINS-sky,KULM-sky,2021-01-31,46
PARI-sky,KULM-sky,2021-01-01,
PARI-sky,KULM-sky,2021-01-02,
PARI-sky,KULM-sky,2021-01-03,393
PARI-sky,KULM-sky,2021-01-04,
PARI-sky,KULM-sky,2021-01-05,
PARI-sky,KULM-sky,2021-01-06,
PARI-sky,KULM-sky,2021-01-07,
PARI-sky,KULM-sky,2021-01-08,
PARI-sky,KULM-sky,2021-01-09,
PARI-sky,KULM-sky,2021-01-10,
PARI-sky,KULM-sky,2021-01-11,
PARI-sky,KULM-sky,2021-01-12,
PARI-sky,KULM-sky,2021-01-13,
PARI-sky,KULM-sky,2021-01-14,
PARI-sky,KULM-sky,2021-01-15,
PARI-sky,KULM-sky,2021-01-16,405
PARI-sky,KULM-sky,2021-01-17,
PARI-sky,KULM-sky,2021-01-18,
PARI-sky,KULM-sky,2021-01-19,
PARI-sky,KULM-sky,2021-01-20,
PARI-sky,KULM-sky,2021-01-21,394
PARI-sky,KULM-sky,2021-01-22,
PARI-sky,KULM-sky,2021-01-23,
PARI-sky,KULM-sky,2021-01-24,
PARI-sky,KULM-sky,2021-01-25,
PARI-sky,KULM-sky,2021-01-26,
PARI-sky,KULM-sky,2021-01-27,
PARI-sky,KULM-sky,2021-01-28,394
PARI-sky,KULM-sky,2021-01-29,
PARI-sky,KULM-sky,2021-01-30,
PARI-sky,KULM-sky,2021-01-31,
DXBA-sky,KULM-sky,2021-01-01,237
DXBA-sky,KULM-sky,2021-01-02,
DXBA-sky,KULM-sky,2021-01-03,
DXBA-sky,KULM-sky,2021-01-04,
DXBA-sky,KULM-sky,2021-01-05,
DXBA-sky,KULM-sky,2021-01-06,
DXBA-sky,KULM-sky,2021-01-07,
DXBA-sky,KULM-sky,2021-01-08,267
DXBA-sky,KULM-sky,2021-01-09,275
DXBA-sky,KULM-sky,2021-01-10,
DXBA-sky,KULM-sky,2021-01-11,
DXBA-sky,KULM-sky,2021-01-12,
DXBA-sky,KULM-sky,2021-01-13,
DXBA-sky,KULM-sky,2021-01-14,
DXBA-sky,KULM-sky,2021-01-15,267
DXBA-sky,KULM-sky,2021-01-16,
DXBA-sky,KULM-sky,2021-01-17,
DXBA-sky,KULM-sky,2021-01-18,
DXBA-sky,KULM-sky,2021-01-19,
DXBA-sky,KULM-sky,2021-01-20,254
DXBA-sky,KULM-sky,2021-01-21,
DXBA-sky,KULM-sky,2021-01-22,
DXBA-sky,KULM-sky,2021-01-23,
DXBA-sky,KULM-sky,2021-01-24,
DXBA-sky,KULM-sky,2021-01-25,
DXBA-sky,KULM-sky,2021-01-26,
DXBA-sky,KULM-sky,2021-01-27,
DXBA-sky,KULM-sky,2021-01-28,
DXBA-sky,KULM-sky,2021-01-29,
DXBA-sky,KULM-sky,2021-01-30,
DXBA-sky,KULM-sky,2021-01-31,
NYCA-sky,KULM-sky,2021-01-01,
NYCA-sky,KULM-sky,2021-01-02,
NYCA-sky,KULM-sky,2021-01-03,827
NYCA-sky,KULM-sky,2021-01-04,
NYCA-sky,KULM-sky,2021-01-05,
NYCA-sky,KULM-sky,2021-01-06,
NYCA-sky,KULM-sky,2021-01-07,
NYCA-sky,KULM-sky,2021-01-08,
NYCA-sky,KULM-sky,2021-01-09,
NYCA-sky,KULM-sky,2021-01-10,
NYCA-sky,KULM-sky,2021-01-11,
NYCA-sky,KULM-sky,2021-01-12,
NYCA-sky,KULM-sky,2021-01-13,
NYCA-sky,KULM-sky,2021-01-14,
NYCA-sky,KULM-sky,2021-01-15,
NYCA-sky,KULM-sky,2021-01-16,
NYCA-sky,KULM-sky,2021-01-17,634
NYCA-sky,KULM-sky,2021-01-18,
NYCA-sky,KULM-sky,2021-01-19,
NYCA-sky,KULM-sky,2021-01-20,
NYCA-sky,KULM-sky,2021-01-21,
NYCA-sky,KULM-sky,2021-01-22,
NYCA-sky,KULM-sky,2021-01-23,
NYCA-sky,KULM-sky,2021-01-24,
NYCA-sky,KULM-sky,2021-01-25,
NYCA-sky,KULM-sky,2021-01-26,
NYCA-sky,KULM-sky,2021-01-27,
NYCA-sky,KULM-sky,2021-01-28,
NYCA-sky,KULM-sky,2021-01-29,
NYCA-sky,KULM-sky,2021-01-30,634
NYCA-sky,KULM-sky,2021-01-31,
ISTA-sky,KULM-sky,2021-01-01,500
ISTA-sky,KULM-sky,2021-01-02,499
ISTA-sky,KULM-sky,2021-01-03,
ISTA-sky,KULM-sky,2021-01-04,
ISTA-sky,KULM-sky,2021-01-05,
ISTA-sky,KULM-sky,2021-01-06,477
ISTA-sky,KULM-sky,2021-01-07,403
ISTA-sky,KULM-sky,2021-01-08,499
ISTA-sky,KULM-sky,2021-01-09,443
ISTA-sky,KULM-sky,2021-01-10,476
ISTA-sky,KULM-sky,2021-01-11,477
ISTA-sky,KULM-sky,2021-01-12,
ISTA-sky,KULM-sky,2021-01-13,
ISTA-sky,KULM-sky,2021-01-14,
ISTA-sky,KULM-sky,2021-01-15,500
ISTA-sky,KULM-sky,2021-01-16,389
ISTA-sky,KULM-sky,2021-01-17,476
ISTA-sky,KULM-sky,2021-01-18,476
ISTA-sky,KULM-sky,2021-01-19,
ISTA-sky,KULM-sky,2021-01-20,371
ISTA-sky,KULM-sky,2021-01-21,395
ISTA-sky,KULM-sky,2021-01-22,
ISTA-sky,KULM-sky,2021-01-23,
ISTA-sky,KULM-sky,2021-01-24,
ISTA-sky,KULM-sky,2021-01-25,
ISTA-sky,KULM-sky,2021-01-26,477
ISTA-sky,KULM-sky,2021-01-27,
ISTA-sky,KULM-sky,2021-01-28,
ISTA-sky,KULM-sky,2021-01-29,500
ISTA-sky,KULM-sky,2021-01-30,
ISTA-sky,KULM-sky,2021-01-31,379
HKGA-sky,ISTA-sky,2021-01-01,
HKGA-sky,ISTA-sky,2021-01-02,528
HKGA-sky,ISTA-sky,2021-01-03,
HKGA-sky,ISTA-sky,2021-01-04,627
HKGA-sky,ISTA-sky,2021-01-05,415
HKGA-sky,ISTA-sky,2021-01-06,
HKGA-sky,ISTA-sky,2021-01-07,465
HKGA-sky,ISTA-sky,2021-01-08,
HKGA-sky,ISTA-sky,2021-01-09,466
HKGA-sky,ISTA-sky,2021-01-10,
HKGA-sky,ISTA-sky,2021-01-11,442
HKGA-sky,ISTA-sky,2021-01-12,
HKGA-sky,ISTA-sky,2021-01-13,
HKGA-sky,ISTA-sky,2021-01-14,
HKGA-sky,ISTA-sky,2021-01-15,
HKGA-sky,ISTA-sky,2021-01-16,
HKGA-sky,ISTA-sky,2021-01-17,
HKGA-sky,ISTA-sky,2021-01-18,630
HKGA-sky,ISTA-sky,2021-01-19,
HKGA-sky,ISTA-sky,2021-01-20,
HKGA-sky,ISTA-sky,2021-01-21,
HKGA-sky,ISTA-sky,2021-01-22,
HKGA-sky,ISTA-sky,2021-01-23,490
HKGA-sky,ISTA-sky,2021-01-24,
HKGA-sky,ISTA-sky,2021-01-25,
HKGA-sky,ISTA-sky,2021-01-26,
HKGA-sky,ISTA-sky,2021-01-27,
HKGA-sky,ISTA-sky,2021-01-28,
HKGA-sky,ISTA-sky,2021-01-29,
HKGA-sky,ISTA-sky,2021-01-30,
HKGA-sky,ISTA-sky,2021-01-31,
BKKT-sky,ISTA-sky,2021-01-01,398
BKKT-sky,ISTA-sky,2021-01-02,417
BKKT-sky,ISTA-sky,2021-01-03,405
BKKT-sky,ISTA-sky,2021-01-04,368
BKKT-sky,ISTA-sky,2021-01-05,364
BKKT-sky,ISTA-sky,2021-01-06,344
BKKT-sky,ISTA-sky,2021-01-07,387
BKKT-sky,ISTA-sky,2021-01-08,344
BKKT-sky,ISTA-sky,2021-01-09,397
BKKT-sky,ISTA-sky,2021-01-10,385
BKKT-sky,ISTA-sky,2021-01-11,
BKKT-sky,ISTA-sky,2021-01-12,404
BKKT-sky,ISTA-sky,2021-01-13,370
BKKT-sky,ISTA-sky,2021-01-14,363
BKKT-sky,ISTA-sky,2021-01-15,395
BKKT-sky,ISTA-sky,2021-01-16,364
BKKT-sky,ISTA-sky,2021-01-17,
BKKT-sky,ISTA-sky,2021-01-18,362
BKKT-sky,ISTA-sky,2021-01-19,355
BKKT-sky,ISTA-sky,2021-01-20,355
BKKT-sky,ISTA-sky,2021-01-21,355
BKKT-sky,ISTA-sky,2021-01-22,354
BKKT-sky,ISTA-sky,2021-01-23,348
BKKT-sky,ISTA-sky,2021-01-24,349
BKKT-sky,ISTA-sky,2021-01-25,351
BKKT-sky,ISTA-sky,2021-01-26,355
BKKT-sky,ISTA-sky,2021-01-27,397
BKKT-sky,ISTA-sky,2021-01-28,380
BKKT-sky,ISTA-sky,2021-01-29,399
BKKT-sky,ISTA-sky,2021-01-30,341
BKKT-sky,ISTA-sky,2021-01-31,
LOND-sky,ISTA-sky,2021-01-01,94
LOND-sky,ISTA-sky,2021-01-02,112
LOND-sky,ISTA-sky,2021-01-03,86
LOND-sky,ISTA-sky,2021-01-04,103
LOND-sky,ISTA-sky,2021-01-05,80
LOND-sky,ISTA-sky,2021-01-06,54
LOND-sky,ISTA-sky,2021-01-07,51
LOND-sky,ISTA-sky,2021-01-08,49
LOND-sky,ISTA-sky,2021-01-09,61
LOND-sky,ISTA-sky,2021-01-10,54
LOND-sky,ISTA-sky,2021-01-11,48
LOND-sky,ISTA-sky,2021-01-12,46
LOND-sky,ISTA-sky,2021-01-13,48
LOND-sky,ISTA-sky,2021-01-14,44
LOND-sky,ISTA-sky,2021-01-15,41
LOND-sky,ISTA-sky,2021-01-16,41
LOND-sky,ISTA-sky,2021-01-17,41
LOND-sky,ISTA-sky,2021-01-18,47
LOND-sky,ISTA-sky,2021-01-19,41
LOND-sky,ISTA-sky,2021-01-20,48
LOND-sky,ISTA-sky,2021-01-21,44
LOND-sky,ISTA-sky,2021-01-22,40
LOND-sky,ISTA-sky,2021-01-23,47
LOND-sky,ISTA-sky,2021-01-24,48
LOND-sky,ISTA-sky,2021-01-25,
LOND-sky,ISTA-sky,2021-01-26,
LOND-sky,ISTA-sky,2021-01-27,41
LOND-sky,ISTA-sky,2021-01-28,44
LOND-sky,ISTA-sky,2021-01-29,40
LOND-sky,ISTA-sky,2021-01-30,41
LOND-sky,ISTA-sky,2021-01-31,47
SINS-sky,ISTA-sky,2021-01-01,
SINS-sky,ISTA-sky,2021-01-02,
SINS-sky,ISTA-sky,2021-01-03,
SINS-sky,ISTA-sky,2021-01-04,
SINS-sky,ISTA-sky,2021-01-05,
SINS-sky,ISTA-sky,2021-01-06,488
SINS-sky,ISTA-sky,2021-01-07,486
SINS-sky,ISTA-sky,2021-01-08,
SINS-sky,ISTA-sky,2021-01-09,
SINS-sky,ISTA-sky,2021-01-10,
SINS-sky,ISTA-sky,2021-01-11,446
SINS-sky,ISTA-sky,2021-01-12,
SINS-sky,ISTA-sky,2021-01-13,
SINS-sky,ISTA-sky,2021-01-14,
SINS-sky,ISTA-sky,2021-01-15,446
SINS-sky,ISTA-sky,2021-01-16,
SINS-sky,ISTA-sky,2021-01-17,
SINS-sky,ISTA-sky,2021-01-18,
SINS-sky,ISTA-sky,2021-01-19,372
SINS-sky,ISTA-sky,2021-01-20,
SINS-sky,ISTA-sky,2021-01-21,363
SINS-sky,ISTA-sky,2021-01-22,362
SINS-sky,ISTA-sky,2021-01-23,361
SINS-sky,ISTA-sky,2021-01-24,
SINS-sky,ISTA-sky,2021-01-25,395
SINS-sky,ISTA-sky,2021-01-26,
SINS-sky,ISTA-sky,2021-01-27,447
SINS-sky,ISTA-sky,2021-01-28,
SINS-sky,ISTA-sky,2021-01-29,
SINS-sky,ISTA-sky,2021-01-30,398
SINS-sky,ISTA-sky,2021-01-31,333
PARI-sky,ISTA-sky,2021-01-01,86
PARI-sky,ISTA-sky,2021-01-02,138
PARI-sky,ISTA-sky,2021-01-03,107
PARI-sky,ISTA-sky,2021-01-04,107
PARI-sky,ISTA-sky,2021-01-05,115
PARI-sky,ISTA-sky,2021-01-06,104
PARI-sky,ISTA-sky,2021-01-07,115
PARI-sky,ISTA-sky,2021-01-08,95
PARI-sky,ISTA-sky,2021-01-09,79
PARI-sky,ISTA-sky,2021-01-10,
PARI-sky,ISTA-sky,2021-01-11,58
PARI-sky,ISTA-sky,2021-01-12,69
PARI-sky,ISTA-sky,2021-01-13,40
PARI-sky,ISTA-sky,2021-01-14,58
PARI-sky,ISTA-sky,2021-01-15,74
PARI-sky,ISTA-sky,2021-01-16,40
PARI-sky,ISTA-sky,2021-01-17,60
PARI-sky,ISTA-sky,2021-01-18,40
PARI-sky,ISTA-sky,2021-01-19,49
PARI-sky,ISTA-sky,2021-01-20,48
PARI-sky,ISTA-sky,2021-01-21,49
PARI-sky,ISTA-sky,2021-01-22,49
PARI-sky,ISTA-sky,2021-01-23,38
PARI-sky,ISTA-sky,2021-01-24,40
PARI-sky,ISTA-sky,2021-01-25,40
PARI-sky,ISTA-sky,2021-01-26,39
PARI-sky,ISTA-sky,2021-01-27,
PARI-sky,ISTA-sky,2021-01-28,49
PARI-sky,ISTA-sky,2021-01-29,40
PARI-sky,ISTA-sky,2021-01-30,49
PARI-sky,ISTA-sky,2021-01-31,49
DXBA-sky,ISTA-sky,2021-01-01,157
DXBA-sky,ISTA-sky,2021-01-02,165
DXBA-sky,ISTA-sky,2021-01-03,165
DXBA-sky,ISTA-sky,2021-01-04,125
DXBA-sky,ISTA-sky,2021-01-05,140
DXBA-sky,ISTA-sky,2021-01-06,105
DXBA-sky,ISTA-sky,2021-01-07,155
DXBA-sky,ISTA-sky,2021-01-08,117
DXBA-sky,ISTA-sky,2021-01-09,145
DXBA-sky,ISTA-sky,2021-01-10,146
DXBA-sky,ISTA-sky,2021-01-11,138
DXBA-sky,ISTA-sky,2021-01-12,148
DXBA-sky,ISTA-sky,2021-01-13,156
DXBA-sky,ISTA-sky,2021-01-14,160
DXBA-sky,ISTA-sky,2021-01-15,165
DXBA-sky,ISTA-sky,2021-01-16,194
DXBA-sky,ISTA-sky,2021-01-17,170
DXBA-sky,ISTA-sky,2021-01-18,140
DXBA-sky,ISTA-sky,2021-01-19,145
DXBA-sky,ISTA-sky,2021-01-20,125
DXBA-sky,ISTA-sky,2021-01-21,145
DXBA-sky,ISTA-sky,2021-01-22,165
DXBA-sky,ISTA-sky,2021-01-23,147
DXBA-sky,ISTA-sky,2021-01-24,145
DXBA-sky,ISTA-sky,2021-01-25,119
DXBA-sky,ISTA-sky,2021-01-26,188
DXBA-sky,ISTA-sky,2021-01-27,147
DXBA-sky,ISTA-sky,2021-01-28,148
DXBA-sky,ISTA-sky,2021-01-29,177
DXBA-sky,ISTA-sky,2021-01-30,160
DXBA-sky,ISTA-sky,2021-01-31,135
NYCA-sky,ISTA-sky,2021-01-01,314
NYCA-sky,ISTA-sky,2021-01-02,314
NYCA-sky,ISTA-sky,2021-01-03,253
NYCA-sky,ISTA-sky,2021-01-04,291
NYCA-sky,ISTA-sky,2021-01-05,308
NYCA-sky,ISTA-sky,2021-01-06,309
NYCA-sky,ISTA-sky,2021-01-07,272
NYCA-sky,ISTA-sky,2021-01-08,288
NYCA-sky,ISTA-sky,2021-01-09,308
NYCA-sky,ISTA-sky,2021-01-10,266
NYCA-sky,ISTA-sky,2021-01-11,279
NYCA-sky,ISTA-sky,2021-01-12,276
NYCA-sky,ISTA-sky,2021-01-13,255
NYCA-sky,ISTA-sky,2021-01-14,307
NYCA-sky,ISTA-sky,2021-01-15,233
NYCA-sky,ISTA-sky,2021-01-16,256
NYCA-sky,ISTA-sky,2021-01-17,233
NYCA-sky,ISTA-sky,2021-01-18,264
NYCA-sky,ISTA-sky,2021-01-19,260
NYCA-sky,ISTA-sky,2021-01-20,262
NYCA-sky,ISTA-sky,2021-01-21,221
NYCA-sky,ISTA-sky,2021-01-22,243
NYCA-sky,ISTA-sky,2021-01-23,255
NYCA-sky,ISTA-sky,2021-01-24,
NYCA-sky,ISTA-sky,2021-01-25,256
NYCA-sky,ISTA-sky,2021-01-26,
NYCA-sky,ISTA-sky,2021-01-27,257
NYCA-sky,ISTA-sky,2021-01-28,221
NYCA-sky,ISTA-sky,2021-01-29,256
NYCA-sky,ISTA-sky,2021-01-30,
NYCA-sky,ISTA-sky,2021-01-31,
KULM-sky,ISTA-sky,2021-01-01,437
KULM-sky,ISTA-sky,2021-01-02,436
KULM-sky,ISTA-sky,2021-01-03,361
KULM-sky,ISTA-sky,2021-01-04,441
KULM-sky,ISTA-sky,2021-01-05,
KULM-sky,ISTA-sky,2021-01-06,
KULM-sky,ISTA-sky,2021-01-07,358
KULM-sky,ISTA-sky,2021-01-08,418
KULM-sky,ISTA-sky,2021-01-09,
KULM-sky,ISTA-sky,2021-01-10,
KULM-sky,ISTA-sky,2021-01-11,
KULM-sky,ISTA-sky,2021-01-12,396
KULM-sky,ISTA-sky,2021-01-13,379
KULM-sky,ISTA-sky,2021-01-14,
KULM-sky,ISTA-sky,2021-01-15,
KULM-sky,ISTA-sky,2021-01-16,
KULM-sky,ISTA-sky,2021-01-17,349
KULM-sky,ISTA-sky,2021-01-18,331
KULM-sky,ISTA-sky,2021-01-19,342
KULM-sky,ISTA-sky,2021-01-20,349
KULM-sky,ISTA-sky,2021-01-21,358
KULM-sky,ISTA-sky,2021-01-22,437
KULM-sky,ISTA-sky,2021-01-23,
KULM-sky,ISTA-sky,2021-01-24,
KULM-sky,ISTA-sky,2021-01-25,361
KULM-sky,ISTA-sky,2021-01-26,
KULM-sky,ISTA-sky,2021-01-27,
KULM-sky,ISTA-sky,2021-01-28,360
KULM-sky,ISTA-sky,2021-01-29,
KULM-sky,ISTA-sky,2021-01-30,
KULM-sky,ISTA-sky,2021-01-31,
